fromNode,toNode,weight,date,title
18295,17862,1,1996-05-31,Massive and massless monopoles with nonabelian magnetic charges
18295,18021,1,1996-05-31,Massive and massless monopoles with nonabelian magnetic charges
18295,18251,1,1996-05-31,Massive and massless monopoles with nonabelian magnetic charges
18297,11610,1,1996-06-01,Analytic Treatment of Positronium Spin Splittings in Light-Front QED
18297,13254,1,1996-06-01,Analytic Treatment of Positronium Spin Splittings in Light-Front QED
18297,13283,1,1996-06-01,Analytic Treatment of Positronium Spin Splittings in Light-Front QED
18297,14136,1,1996-06-01,Analytic Treatment of Positronium Spin Splittings in Light-Front QED
18297,14793,1,1996-06-01,Analytic Treatment of Positronium Spin Splittings in Light-Front QED
18297,14794,1,1996-06-01,Analytic Treatment of Positronium Spin Splittings in Light-Front QED
18297,14820,1,1996-06-01,Analytic Treatment of Positronium Spin Splittings in Light-Front QED
18300,10365,1,1996-06-03,Absorption vs Decay of Black holes in string theory and T-symmetry
18300,15737,1,1996-06-03,Absorption vs Decay of Black holes in string theory and T-symmetry
18300,16727,1,1996-06-03,Absorption vs Decay of Black holes in string theory and T-symmetry
18300,16839,1,1996-06-03,Absorption vs Decay of Black holes in string theory and T-symmetry
18300,16900,1,1996-06-03,Absorption vs Decay of Black holes in string theory and T-symmetry
18300,16923,1,1996-06-03,Absorption vs Decay of Black holes in string theory and T-symmetry
18300,16962,1,1996-06-03,Absorption vs Decay of Black holes in string theory and T-symmetry
18300,17017,1,1996-06-03,Absorption vs Decay of Black holes in string theory and T-symmetry
18300,17142,1,1996-06-03,Absorption vs Decay of Black holes in string theory and T-symmetry
18300,17146,1,1996-06-03,Absorption vs Decay of Black holes in string theory and T-symmetry
18300,17226,1,1996-06-03,Absorption vs Decay of Black holes in string theory and T-symmetry
18300,17227,1,1996-06-03,Absorption vs Decay of Black holes in string theory and T-symmetry
18300,17390,1,1996-06-03,Absorption vs Decay of Black holes in string theory and T-symmetry
18300,17418,1,1996-06-03,Absorption vs Decay of Black holes in string theory and T-symmetry
18300,17506,1,1996-06-03,Absorption vs Decay of Black holes in string theory and T-symmetry
18300,17578,1,1996-06-03,Absorption vs Decay of Black holes in string theory and T-symmetry
18300,17755,1,1996-06-03,Absorption vs Decay of Black holes in string theory and T-symmetry
18300,17756,1,1996-06-03,Absorption vs Decay of Black holes in string theory and T-symmetry
18300,17769,1,1996-06-03,Absorption vs Decay of Black holes in string theory and T-symmetry
18300,17798,1,1996-06-03,Absorption vs Decay of Black holes in string theory and T-symmetry
18300,17879,1,1996-06-03,Absorption vs Decay of Black holes in string theory and T-symmetry
18300,17880,1,1996-06-03,Absorption vs Decay of Black holes in string theory and T-symmetry
18300,17929,1,1996-06-03,Absorption vs Decay of Black holes in string theory and T-symmetry
18300,17952,1,1996-06-03,Absorption vs Decay of Black holes in string theory and T-symmetry
18300,18017,1,1996-06-03,Absorption vs Decay of Black holes in string theory and T-symmetry
18294,11492,1,1996-06-03,"Quantization of $gl(1,{\bf R})$ Generalized Chern-Simons Theory in 1+1"
18317,10335,1,1996-06-04,Statistical Hair on Black Holes
18317,11579,1,1996-06-04,Statistical Hair on Black Holes
18317,12626,1,1996-06-04,Statistical Hair on Black Holes
18317,16727,1,1996-06-04,Statistical Hair on Black Holes
18317,17390,1,1996-06-04,Statistical Hair on Black Holes
18317,17506,1,1996-06-04,Statistical Hair on Black Holes
18317,17570,1,1996-06-04,Statistical Hair on Black Holes
18317,17578,1,1996-06-04,Statistical Hair on Black Holes
18317,17592,1,1996-06-04,Statistical Hair on Black Holes
18317,17659,1,1996-06-04,Statistical Hair on Black Holes
18317,17755,1,1996-06-04,Statistical Hair on Black Holes
18317,17756,1,1996-06-04,Statistical Hair on Black Holes
18317,17769,1,1996-06-04,Statistical Hair on Black Holes
18317,17798,1,1996-06-04,Statistical Hair on Black Holes
18317,17814,1,1996-06-04,Statistical Hair on Black Holes
18317,17880,1,1996-06-04,Statistical Hair on Black Holes
18317,17975,1,1996-06-04,Statistical Hair on Black Holes
18317,18070,1,1996-06-04,Statistical Hair on Black Holes
18317,18097,1,1996-06-04,Statistical Hair on Black Holes
18317,18291,1,1996-06-04,Statistical Hair on Black Holes
18313,12285,1,1996-06-04,Many-Body Wigner Quantum Systems
18313,13097,1,1996-06-04,Many-Body Wigner Quantum Systems
18313,13839,1,1996-06-04,Many-Body Wigner Quantum Systems
18316,10570,1,1996-06-04,Free field representations for the affine superalgebra sl(2|1)
18316,10726,1,1996-06-04,Free field representations for the affine superalgebra sl(2|1)
18316,10734,1,1996-06-04,Free field representations for the affine superalgebra sl(2|1)
18316,11561,1,1996-06-04,Free field representations for the affine superalgebra sl(2|1)
18316,11881,1,1996-06-04,Free field representations for the affine superalgebra sl(2|1)
18316,13340,1,1996-06-04,Free field representations for the affine superalgebra sl(2|1)
18316,14137,1,1996-06-04,Free field representations for the affine superalgebra sl(2|1)
18316,15830,1,1996-06-04,Free field representations for the affine superalgebra sl(2|1)
18316,18287,1,1996-06-04,Free field representations for the affine superalgebra sl(2|1)
18322,10538,1,1996-06-05,Galilean symmetry in a nonabelian Chern Simons matter system
18322,13315,1,1996-06-05,Galilean symmetry in a nonabelian Chern Simons matter system
18329,11893,1,1996-06-06,"Conditional symmetry and spectrum of the one-dimensional Schr\""odinger"
18331,10745,1,1996-06-06,2-D gravisolitons in string theory
18331,18123,1,1996-06-06,2-D gravisolitons in string theory
18333,11908,1,1996-06-06,The Symmetric Space and Homogeneous sine-Gordon Theories
18333,12040,1,1996-06-06,The Symmetric Space and Homogeneous sine-Gordon Theories
18333,12740,1,1996-06-06,The Symmetric Space and Homogeneous sine-Gordon Theories
18333,13298,1,1996-06-06,The Symmetric Space and Homogeneous sine-Gordon Theories
18333,14701,1,1996-06-06,The Symmetric Space and Homogeneous sine-Gordon Theories
18333,15043,1,1996-06-06,The Symmetric Space and Homogeneous sine-Gordon Theories
18333,15101,1,1996-06-06,The Symmetric Space and Homogeneous sine-Gordon Theories
18333,16123,1,1996-06-06,The Symmetric Space and Homogeneous sine-Gordon Theories
18333,17181,1,1996-06-06,The Symmetric Space and Homogeneous sine-Gordon Theories
18333,17445,1,1996-06-06,The Symmetric Space and Homogeneous sine-Gordon Theories
18333,17456,1,1996-06-06,The Symmetric Space and Homogeneous sine-Gordon Theories
18333,17688,1,1996-06-06,The Symmetric Space and Homogeneous sine-Gordon Theories
18338,11415,1,1996-06-07,QED in inhomogeneous magnetic fields
18338,14689,1,1996-06-07,QED in inhomogeneous magnetic fields
18338,15730,1,1996-06-07,QED in inhomogeneous magnetic fields
18338,16121,1,1996-06-07,QED in inhomogeneous magnetic fields
18338,17117,1,1996-06-07,QED in inhomogeneous magnetic fields
18340,12339,1,1996-06-07,Evidence for String Substructure
18340,12475,1,1996-06-07,Evidence for String Substructure
18340,13792,1,1996-06-07,Evidence for String Substructure
18340,14236,1,1996-06-07,Evidence for String Substructure
18340,14488,1,1996-06-07,Evidence for String Substructure
18340,14725,1,1996-06-07,Evidence for String Substructure
18340,15157,1,1996-06-07,Evidence for String Substructure
18340,15271,1,1996-06-07,Evidence for String Substructure
18340,15604,1,1996-06-07,Evidence for String Substructure
18340,16156,1,1996-06-07,Evidence for String Substructure
18340,16243,1,1996-06-07,Evidence for String Substructure
18340,16280,1,1996-06-07,Evidence for String Substructure
18340,16727,1,1996-06-07,Evidence for String Substructure
18340,16791,1,1996-06-07,Evidence for String Substructure
18340,16908,1,1996-06-07,Evidence for String Substructure
18340,17254,1,1996-06-07,Evidence for String Substructure
18337,11440,1,1996-06-07,"Large-Volume String Compactifications, Revisited"
18337,11595,1,1996-06-07,"Large-Volume String Compactifications, Revisited"
18337,11906,1,1996-06-07,"Large-Volume String Compactifications, Revisited"
18337,12062,1,1996-06-07,"Large-Volume String Compactifications, Revisited"
18337,12615,1,1996-06-07,"Large-Volume String Compactifications, Revisited"
18337,12765,1,1996-06-07,"Large-Volume String Compactifications, Revisited"
18337,13271,1,1996-06-07,"Large-Volume String Compactifications, Revisited"
18337,13274,1,1996-06-07,"Large-Volume String Compactifications, Revisited"
18337,13295,1,1996-06-07,"Large-Volume String Compactifications, Revisited"
18337,15237,1,1996-06-07,"Large-Volume String Compactifications, Revisited"
18337,15393,1,1996-06-07,"Large-Volume String Compactifications, Revisited"
18337,15412,1,1996-06-07,"Large-Volume String Compactifications, Revisited"
18337,15604,1,1996-06-07,"Large-Volume String Compactifications, Revisited"
18337,16173,1,1996-06-07,"Large-Volume String Compactifications, Revisited"
18337,16185,1,1996-06-07,"Large-Volume String Compactifications, Revisited"
18337,16194,1,1996-06-07,"Large-Volume String Compactifications, Revisited"
18337,16341,1,1996-06-07,"Large-Volume String Compactifications, Revisited"
18337,16871,1,1996-06-07,"Large-Volume String Compactifications, Revisited"
18337,16874,1,1996-06-07,"Large-Volume String Compactifications, Revisited"
18337,16908,1,1996-06-07,"Large-Volume String Compactifications, Revisited"
18337,17230,1,1996-06-07,"Large-Volume String Compactifications, Revisited"
18337,17445,1,1996-06-07,"Large-Volume String Compactifications, Revisited"
18337,17597,1,1996-06-07,"Large-Volume String Compactifications, Revisited"
18337,17830,1,1996-06-07,"Large-Volume String Compactifications, Revisited"
18343,10529,1,1996-06-07,Symmetries of Heterotic String Effective Theory in Three and Two
18343,10819,1,1996-06-07,Symmetries of Heterotic String Effective Theory in Three and Two
18343,10966,1,1996-06-07,Symmetries of Heterotic String Effective Theory in Three and Two
18343,11412,1,1996-06-07,Symmetries of Heterotic String Effective Theory in Three and Two
18343,11543,1,1996-06-07,Symmetries of Heterotic String Effective Theory in Three and Two
18343,11601,1,1996-06-07,Symmetries of Heterotic String Effective Theory in Three and Two
18343,11677,1,1996-06-07,Symmetries of Heterotic String Effective Theory in Three and Two
18343,11906,1,1996-06-07,Symmetries of Heterotic String Effective Theory in Three and Two
18343,12062,1,1996-06-07,Symmetries of Heterotic String Effective Theory in Three and Two
18343,12558,1,1996-06-07,Symmetries of Heterotic String Effective Theory in Three and Two
18343,13241,1,1996-06-07,Symmetries of Heterotic String Effective Theory in Three and Two
18343,13284,1,1996-06-07,Symmetries of Heterotic String Effective Theory in Three and Two
18343,13561,1,1996-06-07,Symmetries of Heterotic String Effective Theory in Three and Two
18343,13951,1,1996-06-07,Symmetries of Heterotic String Effective Theory in Three and Two
18343,13961,1,1996-06-07,Symmetries of Heterotic String Effective Theory in Three and Two
18343,14224,1,1996-06-07,Symmetries of Heterotic String Effective Theory in Three and Two
18343,14765,1,1996-06-07,Symmetries of Heterotic String Effective Theory in Three and Two
18342,13284,1,1996-06-07,Geroch--Kinnersley--Chitre group for Dilaton--Axion Gravity
18342,14224,1,1996-06-07,Geroch--Kinnersley--Chitre group for Dilaton--Axion Gravity
18342,14671,1,1996-06-07,Geroch--Kinnersley--Chitre group for Dilaton--Axion Gravity
18342,14740,1,1996-06-07,Geroch--Kinnersley--Chitre group for Dilaton--Axion Gravity
18342,14765,1,1996-06-07,Geroch--Kinnersley--Chitre group for Dilaton--Axion Gravity
18342,15343,1,1996-06-07,Geroch--Kinnersley--Chitre group for Dilaton--Axion Gravity
18342,15344,1,1996-06-07,Geroch--Kinnersley--Chitre group for Dilaton--Axion Gravity
18342,15544,1,1996-06-07,Geroch--Kinnersley--Chitre group for Dilaton--Axion Gravity
18342,15562,1,1996-06-07,Geroch--Kinnersley--Chitre group for Dilaton--Axion Gravity
18342,16241,1,1996-06-07,Geroch--Kinnersley--Chitre group for Dilaton--Axion Gravity
18342,16382,1,1996-06-07,Geroch--Kinnersley--Chitre group for Dilaton--Axion Gravity
18339,16181,1,1996-06-09,Mean Field Theory for Fermion-based U(2) Anyons
18345,7937,1,1996-06-10,F-Theory at Constant Coupling
18345,14351,1,1996-06-10,F-Theory at Constant Coupling
18345,17551,1,1996-06-10,F-Theory at Constant Coupling
18345,17591,1,1996-06-10,F-Theory at Constant Coupling
18345,17639,1,1996-06-10,F-Theory at Constant Coupling
18345,17837,1,1996-06-10,F-Theory at Constant Coupling
18345,17848,1,1996-06-10,F-Theory at Constant Coupling
18345,17917,1,1996-06-10,F-Theory at Constant Coupling
18345,17982,1,1996-06-10,F-Theory at Constant Coupling
18345,18220,1,1996-06-10,F-Theory at Constant Coupling
18345,18268,1,1996-06-10,F-Theory at Constant Coupling
18345,18269,1,1996-06-10,F-Theory at Constant Coupling
18345,18318,1,1996-06-10,F-Theory at Constant Coupling
18350,11145,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,11440,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,11595,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,11866,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,12029,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,12461,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,12575,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,12615,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,13479,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,13948,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,15237,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,15620,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,15716,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,15744,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,15831,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,15961,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,16013,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,16126,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,16144,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,16146,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,16335,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,16341,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,16686,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,16798,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,16883,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,16908,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,16931,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,16964,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,17203,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,17288,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,17397,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,17551,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,17622,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,17639,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,17643,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,17645,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,17702,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,17732,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,17797,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,17830,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,17837,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,17848,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,17856,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,17963,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,17982,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,18224,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,18253,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,18269,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18350,18310,1,1996-06-10,Non-Perturbative Properties of Heterotic String Vacua Compactified on
18358,14725,1,1996-06-11,How Unstable Are Fundamental Quantum Supermembranes?
18358,15271,1,1996-06-11,How Unstable Are Fundamental Quantum Supermembranes?
18358,15604,1,1996-06-11,How Unstable Are Fundamental Quantum Supermembranes?
18358,16280,1,1996-06-11,How Unstable Are Fundamental Quantum Supermembranes?
18358,16341,1,1996-06-11,How Unstable Are Fundamental Quantum Supermembranes?
18358,16688,1,1996-06-11,How Unstable Are Fundamental Quantum Supermembranes?
18358,16791,1,1996-06-11,How Unstable Are Fundamental Quantum Supermembranes?
18358,16908,1,1996-06-11,How Unstable Are Fundamental Quantum Supermembranes?
18358,17437,1,1996-06-11,How Unstable Are Fundamental Quantum Supermembranes?
18355,11608,1,1996-06-11,Quantum Description of Anyons: Role of Contact Terms
18355,11612,1,1996-06-11,Quantum Description of Anyons: Role of Contact Terms
18355,11736,1,1996-06-11,Quantum Description of Anyons: Role of Contact Terms
18355,12503,1,1996-06-11,Quantum Description of Anyons: Role of Contact Terms
18355,13080,1,1996-06-11,Quantum Description of Anyons: Role of Contact Terms
18355,13287,1,1996-06-11,Quantum Description of Anyons: Role of Contact Terms
18355,13315,1,1996-06-11,Quantum Description of Anyons: Role of Contact Terms
18355,13379,1,1996-06-11,Quantum Description of Anyons: Role of Contact Terms
18355,13484,1,1996-06-11,Quantum Description of Anyons: Role of Contact Terms
18355,13647,1,1996-06-11,Quantum Description of Anyons: Role of Contact Terms
18355,14083,1,1996-06-11,Quantum Description of Anyons: Role of Contact Terms
18355,14084,1,1996-06-11,Quantum Description of Anyons: Role of Contact Terms
18355,15522,1,1996-06-11,Quantum Description of Anyons: Role of Contact Terms
18355,16556,1,1996-06-11,Quantum Description of Anyons: Role of Contact Terms
18363,10609,1,1996-06-11,Space-time singularities and the axion in the Poincare coset models
18369,10493,1,1996-06-12,New perturbative solutions of the Kerr-Newman dilatonic black hole field
18369,10529,1,1996-06-12,New perturbative solutions of the Kerr-Newman dilatonic black hole field
18369,10596,1,1996-06-12,New perturbative solutions of the Kerr-Newman dilatonic black hole field
18369,10843,1,1996-06-12,New perturbative solutions of the Kerr-Newman dilatonic black hole field
18369,10942,1,1996-06-12,New perturbative solutions of the Kerr-Newman dilatonic black hole field
18369,11269,1,1996-06-12,New perturbative solutions of the Kerr-Newman dilatonic black hole field
18369,12235,1,1996-06-12,New perturbative solutions of the Kerr-Newman dilatonic black hole field
18369,12287,1,1996-06-12,New perturbative solutions of the Kerr-Newman dilatonic black hole field
18369,12390,1,1996-06-12,New perturbative solutions of the Kerr-Newman dilatonic black hole field
18370,14329,1,1996-06-12,Anomalous Currents in SCFT$_4$
18370,14909,1,1996-06-12,Anomalous Currents in SCFT$_4$
18370,15429,1,1996-06-12,Anomalous Currents in SCFT$_4$
18370,15568,1,1996-06-12,Anomalous Currents in SCFT$_4$
18370,15869,1,1996-06-12,Anomalous Currents in SCFT$_4$
18370,16149,1,1996-06-12,Anomalous Currents in SCFT$_4$
18370,16388,1,1996-06-12,Anomalous Currents in SCFT$_4$
18370,16613,1,1996-06-12,Anomalous Currents in SCFT$_4$
18370,16920,1,1996-06-12,Anomalous Currents in SCFT$_4$
18370,16996,1,1996-06-12,Anomalous Currents in SCFT$_4$
18370,17384,1,1996-06-12,Anomalous Currents in SCFT$_4$
18370,17581,1,1996-06-12,Anomalous Currents in SCFT$_4$
18366,10679,1,1996-06-12,Tau-functions and Dressing Transformations for Zero-Curvature Affine
18366,10929,1,1996-06-12,Tau-functions and Dressing Transformations for Zero-Curvature Affine
18366,10930,1,1996-06-12,Tau-functions and Dressing Transformations for Zero-Curvature Affine
18366,11077,1,1996-06-12,Tau-functions and Dressing Transformations for Zero-Curvature Affine
18366,11349,1,1996-06-12,Tau-functions and Dressing Transformations for Zero-Curvature Affine
18366,11908,1,1996-06-12,Tau-functions and Dressing Transformations for Zero-Curvature Affine
18366,12043,1,1996-06-12,Tau-functions and Dressing Transformations for Zero-Curvature Affine
18366,13594,1,1996-06-12,Tau-functions and Dressing Transformations for Zero-Curvature Affine
18366,13763,1,1996-06-12,Tau-functions and Dressing Transformations for Zero-Curvature Affine
18366,15043,1,1996-06-12,Tau-functions and Dressing Transformations for Zero-Curvature Affine
18366,15101,1,1996-06-12,Tau-functions and Dressing Transformations for Zero-Curvature Affine
18366,15398,1,1996-06-12,Tau-functions and Dressing Transformations for Zero-Curvature Affine
18366,15684,1,1996-06-12,Tau-functions and Dressing Transformations for Zero-Curvature Affine
18366,15690,1,1996-06-12,Tau-functions and Dressing Transformations for Zero-Curvature Affine
18366,16638,1,1996-06-12,Tau-functions and Dressing Transformations for Zero-Curvature Affine
18366,17252,1,1996-06-12,Tau-functions and Dressing Transformations for Zero-Curvature Affine
18366,18333,1,1996-06-12,Tau-functions and Dressing Transformations for Zero-Curvature Affine
18375,13655,1,1996-06-13,The Effective Action for Local Composite Operators $\Phi^2(x)$ and
18375,16374,1,1996-06-13,The Effective Action for Local Composite Operators $\Phi^2(x)$ and
18382,11219,1,1996-06-13,"Chiral Lagrangians, Anomalies, Supersymmetry, and Holomorphy"
18382,11831,1,1996-06-13,"Chiral Lagrangians, Anomalies, Supersymmetry, and Holomorphy"
18382,11985,1,1996-06-13,"Chiral Lagrangians, Anomalies, Supersymmetry, and Holomorphy"
18382,13416,1,1996-06-13,"Chiral Lagrangians, Anomalies, Supersymmetry, and Holomorphy"
18382,13564,1,1996-06-13,"Chiral Lagrangians, Anomalies, Supersymmetry, and Holomorphy"
18382,13575,1,1996-06-13,"Chiral Lagrangians, Anomalies, Supersymmetry, and Holomorphy"
18382,14034,1,1996-06-13,"Chiral Lagrangians, Anomalies, Supersymmetry, and Holomorphy"
18382,14181,1,1996-06-13,"Chiral Lagrangians, Anomalies, Supersymmetry, and Holomorphy"
18382,15623,1,1996-06-13,"Chiral Lagrangians, Anomalies, Supersymmetry, and Holomorphy"
18382,16691,1,1996-06-13,"Chiral Lagrangians, Anomalies, Supersymmetry, and Holomorphy"
18382,17111,1,1996-06-13,"Chiral Lagrangians, Anomalies, Supersymmetry, and Holomorphy"
18382,17576,1,1996-06-13,"Chiral Lagrangians, Anomalies, Supersymmetry, and Holomorphy"
18382,17805,1,1996-06-13,"Chiral Lagrangians, Anomalies, Supersymmetry, and Holomorphy"
18382,18228,1,1996-06-13,"Chiral Lagrangians, Anomalies, Supersymmetry, and Holomorphy"
18382,18276,1,1996-06-13,"Chiral Lagrangians, Anomalies, Supersymmetry, and Holomorphy"
18385,16923,1,1996-06-14,Matter From Geometry
18385,17467,1,1996-06-14,Matter From Geometry
18385,17551,1,1996-06-14,Matter From Geometry
18385,17639,1,1996-06-14,Matter From Geometry
18385,17848,1,1996-06-14,Matter From Geometry
18385,18101,1,1996-06-14,Matter From Geometry
18385,18205,1,1996-06-14,Matter From Geometry
18385,18224,1,1996-06-14,Matter From Geometry
18390,16377,1,1996-06-14,Gluino Condensation in F-theory
18390,17010,1,1996-06-14,Gluino Condensation in F-theory
18390,17146,1,1996-06-14,Gluino Condensation in F-theory
18390,17551,1,1996-06-14,Gluino Condensation in F-theory
18390,17639,1,1996-06-14,Gluino Condensation in F-theory
18390,17702,1,1996-06-14,Gluino Condensation in F-theory
18390,17805,1,1996-06-14,Gluino Condensation in F-theory
18390,17837,1,1996-06-14,Gluino Condensation in F-theory
18390,17848,1,1996-06-14,Gluino Condensation in F-theory
18390,17917,1,1996-06-14,Gluino Condensation in F-theory
18390,17928,1,1996-06-14,Gluino Condensation in F-theory
18390,18133,1,1996-06-14,Gluino Condensation in F-theory
18390,18220,1,1996-06-14,Gluino Condensation in F-theory
18390,18268,1,1996-06-14,Gluino Condensation in F-theory
18390,18269,1,1996-06-14,Gluino Condensation in F-theory
18390,18310,1,1996-06-14,Gluino Condensation in F-theory
18390,18318,1,1996-06-14,Gluino Condensation in F-theory
18390,18345,1,1996-06-14,Gluino Condensation in F-theory
18386,10482,1,1996-06-16,Solving the Decompactification Problem in String Theory
18386,10516,1,1996-06-16,Solving the Decompactification Problem in String Theory
18386,10636,1,1996-06-16,Solving the Decompactification Problem in String Theory
18386,11320,1,1996-06-16,Solving the Decompactification Problem in String Theory
18386,11646,1,1996-06-16,Solving the Decompactification Problem in String Theory
18386,12332,1,1996-06-16,Solving the Decompactification Problem in String Theory
18386,12640,1,1996-06-16,Solving the Decompactification Problem in String Theory
18386,13891,1,1996-06-16,Solving the Decompactification Problem in String Theory
18386,14760,1,1996-06-16,Solving the Decompactification Problem in String Theory
18386,15228,1,1996-06-16,Solving the Decompactification Problem in String Theory
18386,15412,1,1996-06-16,Solving the Decompactification Problem in String Theory
18386,15520,1,1996-06-16,Solving the Decompactification Problem in String Theory
18386,16282,1,1996-06-16,Solving the Decompactification Problem in String Theory
18386,16656,1,1996-06-16,Solving the Decompactification Problem in String Theory
18386,16883,1,1996-06-16,Solving the Decompactification Problem in String Theory
18386,17203,1,1996-06-16,Solving the Decompactification Problem in String Theory
18386,17398,1,1996-06-16,Solving the Decompactification Problem in String Theory
18386,17622,1,1996-06-16,Solving the Decompactification Problem in String Theory
18386,18092,1,1996-06-16,Solving the Decompactification Problem in String Theory
18386,18337,1,1996-06-16,Solving the Decompactification Problem in String Theory
18392,11601,1,1996-06-16,Superpotential from Black Holes
18392,14351,1,1996-06-16,Superpotential from Black Holes
18392,15407,1,1996-06-16,Superpotential from Black Holes
18392,15794,1,1996-06-16,Superpotential from Black Holes
18392,15847,1,1996-06-16,Superpotential from Black Holes
18392,16457,1,1996-06-16,Superpotential from Black Holes
18392,16925,1,1996-06-16,Superpotential from Black Holes
18392,17042,1,1996-06-16,Superpotential from Black Holes
18392,17160,1,1996-06-16,Superpotential from Black Holes
18392,17324,1,1996-06-16,Superpotential from Black Holes
18392,17636,1,1996-06-16,Superpotential from Black Holes
18392,17660,1,1996-06-16,Superpotential from Black Holes
18392,17780,1,1996-06-16,Superpotential from Black Holes
18392,17949,1,1996-06-16,Superpotential from Black Holes
18392,18139,1,1996-06-16,Superpotential from Black Holes
18393,14408,1,1996-06-17,Nonabelian sine-Gordon theory and its application to nonlinear optics
18393,15043,1,1996-06-17,Nonabelian sine-Gordon theory and its application to nonlinear optics
18393,15881,1,1996-06-17,Nonabelian sine-Gordon theory and its application to nonlinear optics
18393,17181,1,1996-06-17,Nonabelian sine-Gordon theory and its application to nonlinear optics
18393,18132,1,1996-06-17,Nonabelian sine-Gordon theory and its application to nonlinear optics
18394,10545,1,1996-06-17,Bosonization of vertex operators for the $A^{(1)_{n-1}$ face model
18394,10939,1,1996-06-17,Bosonization of vertex operators for the $A^{(1)_{n-1}$ face model
18394,11990,1,1996-06-17,Bosonization of vertex operators for the $A^{(1)_{n-1}$ face model
18394,12364,1,1996-06-17,Bosonization of vertex operators for the $A^{(1)_{n-1}$ face model
18394,12957,1,1996-06-17,Bosonization of vertex operators for the $A^{(1)_{n-1}$ face model
18394,15102,1,1996-06-17,Bosonization of vertex operators for the $A^{(1)_{n-1}$ face model
18394,17601,1,1996-06-17,Bosonization of vertex operators for the $A^{(1)_{n-1}$ face model
18399,17066,1,1996-06-17,Non-Uniqueness of Quantized Yang-Mills Theories
18401,10862,1,1996-06-17,D-Brane Recoil and Logarithmic Operators
